,epoch,training loss,validation loss
0,1.0,0.0674700870671693,0.05371828284114599
1,2.0,0.05199440678252893,0.04333291637400786
2,3.0,0.03141567195016964,0.02048567325497667
3,4.0,0.020193889335382218,0.019665284703175228
4,5.0,0.020007609882775473,0.019630538144459326
5,6.0,0.01997420403595064,0.019588965301712353
6,7.0,0.019958297302033388,0.0195759073831141
7,8.0,0.01995172512297537,0.019578147834787767
8,9.0,0.01994848901442453,0.019584877726932366
9,10.0,0.019946952697400953,0.019587621558457613
